Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,xMLBAMID,playerids,playerid,fg_auction_dollars
NYM,Mets,10,9,28,28,0,0,NA,153,663,152,72,66,13,125,57,NA,9,3.89106,1.36813,7.36605,3.36459,2.18929,0.78393,0.188457,0.0860817,0.10237570852041245,NA,0.254213,0.301823,0.718473,3.92559,629.0999999999999,4.1117647058823525,648,4.235294117647059,2.11508,2.14463,15,393.8399963378906,25,NL,Clay Holmes,605280,13649,13649,2.445346575131389
ATH,Athletics,10,11,31,31,0,0,NA,171,725,170,89,83,27,146,54,NA,4,4.37712,1.31294,7.69724,2.83411,2.71593,1.41991,0.201084,0.0740388,0.1270454302430153,NA,0.254888,0.289491,0.725253,4.48834,609.3000000000002,3.563157894736843,622,3.6374269005847952,2.11077,1.93098,15,999,10,AL,Jeffrey Springs,605488,17677,17677,NA
ATH,Athletics,10,11,31,31,0,0,NA,181,777,183,97,90,24,145,57,NA,12,4.48449,1.32848,7.20477,2.83856,2.53818,1.21033,0.185938,0.0732565,0.11268151551485062,NA,0.258076,0.293796,0.692833,4.42188,651.4000000000001,3.5988950276243097,676,3.734806629834254,2.10954,1.7649,15,732.04998779296875,10,AL,Luis Severino,622663,15890,15890,NA
ARI,Diamondbacks,13,11,31,31,0,0,NA,182,769,174,88,81,23,170,59,NA,6,4.02871,1.28017,8.40499,2.91851,2.87989,1.13521,0.220632,0.0766112,0.1440204605460167,NA,0.24676,0.294894,0.721913,3.98422,756.5000000000001,4.156593406593407,756,4.153846153846154,2.10818,2.72867,16,225.9499969482422,15,NL,Zac Gallen,668678,19291,19291,10.128018482165539
LAA,Angels,7,8,23,23,0,0,NA,122,516,112,58,54,16,128,41,NA,5,3.94651,1.25508,9.44028,3.015,3.13111,1.18412,0.248393,0.0793305,0.16906201094388962,NA,0.239025,0.295454,0.727198,3.86831,532.8000000000002,4.3672131147541,520,4.262295081967213,2.09898,1.83605,12,262.0199890136719,1,AL,Grayson Rodriguez,680570,24492,24492,NA
DET,Tigers,9,9,28,28,0,0,NA,145,616,143,71,65,19,129,41,NA,5,4.05269,1.26779,8.01843,2.52064,3.1811,1.20124,0.21003,0.0660241,0.1440054103732109,NA,0.251329,0.294003,0.721467,4.02432,587.5,4.051724137931035,598,4.124137931034483,2.08895,1.79589,14,276.4700012207031,6,AL,Casey Mize,663554,20492,20492,NA
NYY,Yankees,8,7,23,23,0,0,NA,136,564,122,64,59,19,135,39,NA,5,3.92867,1.18773,8.9406,2.60821,3.42787,1.29114,0.239165,0.0697706,0.16939391940832138,NA,0.234565,0.280347,0.727041,3.99003,593.5,4.363970588235294,571,4.198529411764706,2.05955,1.8321,12,265.2300109863281,9,AL,Gerrit Cole,543037,13125,13125,NA
ARI,Diamondbacks,10,8,28,28,0,0,NA,159,668,154,75,69,21,141,48,NA,3,3.93709,1.27337,8.01762,2.69582,2.97409,1.18785,0.21172,0.0711881,0.1405319720506668,NA,0.250482,0.293839,0.736041,4.02864,646.9000000000002,4.0685534591194985,651,4.09433962264151,2.05941,2.57904,15,248.35000610351562,15,NL,Merrill Kelly,518876,11156,11156,7.450842520247391
CLE,Guardians,10,9,31,31,0,0,NA,168,716,149,78,72,21,172,71,NA,6,3.85084,1.30921,9.20706,3.80132,2.42207,1.12109,0.240532,0.0993083,0.14122315496206284,NA,0.233601,0.28778,0.745973,4.07864,710.5000000000001,4.229166666666667,680,4.0476190476190474,2.05845,2.42619,17,140.72000122070312,5,AL,Gavin Williams,668909,30122,30122,NA
BAL,Orioles,9,8,26,26,0,0,NA,142,605,140,70,64,17,122,46,NA,5,4.0803,1.3098,7.73604,2.91512,2.65377,1.10237,0.201969,0.0761066,0.12586260586977005,NA,0.252871,0.296016,0.718846,4.07955,568.6999999999999,4.004929577464789,580,4.084507042253521,2.05728,1.63318,13,160.77000427246094,2,AL,Trevor Rogers,669432,22286,22286,NA
PIT,Pirates,8,9,23,45,0,1,NA,149,635,146,69,64,16,132,45,NA,7,3.83709,1.28304,7.93794,2.72551,2.91247,0.973049,0.207172,0.0711328,0.13603894412517548,NA,0.250684,0.298658,0.727635,3.81818,638.2000000000002,4.283221476510068,649,4.355704697986577,2.03138,2.36911,11,266.0199890136719,27,NL,Braxton Ashcraft,677952,23793,23793,4.9990412569843805
TOR,Blue Jays,8,7,21,29,0,1,NA,126,522,121,56,52,16,115,29,NA,3,3.70998,1.19409,8.21873,2.09777,3.91784,1.12255,0.220061,0.056169,0.1638922020792961,NA,0.246977,0.293107,0.734286,3.70617,559.0000000000001,4.436507936507938,560,4.444444444444445,2.02835,1.99465,11,258.510009765625,14,AL,Shane Bieber,669456,19427,19427,NA
CHW,White Sox,8,10,29,29,0,0,NA,160,675,145,80,74,21,150,60,NA,11,4.18897,1.28378,8.45695,3.38665,2.49714,1.16534,0.221938,0.0888771,0.13306137174367905,NA,0.239544,0.28611,0.710193,4.27561,635.7,3.9731250000000005,614,3.8375,2.02167,1.92368,15,250.4199981689453,4,AL,Shane Smith,681343,31687,31687,NA
ARI,Diamondbacks,10,10,29,29,0,0,NA,163,692,167,83,77,22,145,37,NA,7,4.2175,1.25103,8.00046,2.06262,3.87878,1.22649,0.209879,0.0541097,0.15576978772878647,NA,0.258003,0.301688,0.703466,3.9535,659.3999999999999,4.045398773006134,687,4.214723926380368,2.01644,2.01744,15,702.8800048828125,15,NL,Brandon Pfaadt,694297,27782,27782,5.318911981117317
MIL,Brewers,10,10,29,29,0,0,NA,174,742,169,86,80,21,145,59,NA,8,4.1224,1.31507,7.52816,3.05941,2.46066,1.06996,0.195741,0.0795481,0.11619295924901962,NA,0.250783,0.291935,0.712591,4.16255,678.9000000000002,3.9017241379310357,686,3.942528735632184,2.00689,2.27607,15,269.1600036621094,23,NL,Quinn Priester,682990,25977,25977,3.0514050189112982
TEX,Rangers,9,9,28,28,0,0,NA,148,631,133,76,71,19,141,61,NA,6,4.28499,1.30742,8.5764,3.69413,2.32163,1.18306,0.223764,0.0963822,0.12738136947155,NA,0.235443,0.280891,0.709773,4.28512,596.7,4.031756756756757,574,3.8783783783783785,1.96705,1.41855,14,234.74000549316406,13,AL,Jack Leiter,683004,30146,30146,NA
TOR,Blue Jays,7,6,24,36,0,1,NA,134,564,113,61,57,16,146,56,NA,4,3.80159,1.25765,9.80755,3.74813,2.61665,1.04291,0.25935,0.0991152,0.16023460775613785,NA,0.223922,0.284322,0.730157,3.79756,617,4.604477611940299,578,4.313432835820896,1.96241,1.81055,12,144.55999755859375,14,AL,Trey Yesavage,702056,35456,35456,NA
NYM,Mets,10,8,26,26,0,0,NA,145,624,132,67,62,15,140,56,NA,10,3.81902,1.29399,8.7011,3.49365,2.49055,0.936218,0.225156,0.090404,0.13475172221660614,NA,0.236283,0.290212,0.724416,3.93476,627.3,4.3262068965517235,612,4.220689655172414,1.95438,2.1654,14,91.44000244140625,25,NL,Nolan McLean,690997,33703,33703,7.010692961168107
ATL,Braves,9,8,24,36,0,1,NA,144,603,131,66,61,17,145,50,NA,4,3.82855,1.25643,9.04928,3.12449,2.89624,1.07329,0.240138,0.0829137,0.15722455084323883,NA,0.238448,0.293845,0.733316,3.7959,647.9000000000001,4.499305555555556,631,4.381944444444445,1.94646,2.38906,12,310.489990234375,16,NL,Reynaldo López,625643,16400,16400,8.368578043697553
BOS,Red Sox,9,10,28,28,0,0,NA,153,660,154,78,72,17,127,54,NA,8,4.22027,1.36,7.49194,3.18251,2.35409,0.995802,0.192502,0.0817734,0.11072894185781479,NA,0.256958,0.301246,0.706917,4.1319,590.7,3.8607843137254907,612,4,1.92459,1.95627,14,405.8599853515625,3,AL,Brayan Bello,678394,23920,23920,NA
TOR,Blue Jays,9,8,21,49,0,1,NA,149,629,141,72,67,20,147,44,NA,6,4.0342,1.24196,8.857,2.66919,3.31823,1.2256,0.233529,0.0703775,0.16315149515867233,NA,0.243803,0.29347,0.71941600000000006,3.94651,638.0000000000001,4.281879194630873,633,4.248322147651007,1.90374,1.4272,9,266.80999755859375,14,AL,Cody Ponce,664074,17920,17920,NA
BAL,Orioles,11,10,29,39,0,1,NA,176,757,172,88,81,24,160,60,NA,12,4.17555,1.32538,8.18986,3.09494,2.64621,1.20442,0.211177,0.0798035,0.13137315958738327,NA,0.251735,0.296895,0.72308,4.2854,668,3.7954545454545454,676,3.840909090909091,1.8844,1.78136,14,439.2300109863281,2,AL,Chris Bassitt,605135,12304,12304,NA
MIN,Twins,7,7,21,33,0,1,NA,122,515,120,58,54,17,121,30,NA,3,4.00118,1.23214,8.89211,2.22094,4.00376,1.27494,0.234015,0.0584489,0.17556646838784218,NA,0.249373,0.299006,0.728358,3.8125,528.7000000000002,4.333606557377051,536,4.39344262295082,1.88121,1.51999,10,300.4700012207031,8,AL,Zebby Matthews,805673,31827,31827,NA
PIT,Pirates,8,9,26,36,0,1,NA,147,632,138,73,67,17,135,56,NA,10,4.11871,1.32938,8.32312,3.46942,2.399,1.07304,0.214266,0.0893148,0.12495122104883194,NA,0.244214,0.292332,0.717499,4.18882,595.8999999999999,4.053741496598638,590,4.01360544217687,1.85569,1.95828,12,148.52999877929688,27,NL,Bubba Chandler,696149,29868,29868,1.59778964063931
CLE,Guardians,6,3,0,70,30,3,NA,70,285,53,24,22,6,91,22,NA,4,2.84671,1.06668,11.6798,2.84149,4.11045,0.761812,0.319045,0.077618,0.24142692238092422,NA,0.203307,0.288284,0.760442,2.76179,572.4000000000001,8.177142857142858,538,7.685714285714286,1.85031,1.86163,0,40.720001220703125,5,AL,Cade Smith,671922,27867,27867,NA
MIA,Marlins,7,7,23,31,0,1,NA,129,545,128,60,56,16,112,32,NA,8,3.88581,1.23542,7.8184,2.20974,3.53815,1.10634,0.206047,0.0582357,0.14781085029244423,NA,0.253463,0.297535,0.722243,3.92762,533,4.131782945736434,545,4.224806201550388,1.85023,1.99367,11,544.719970703125,20,NL,Braxton Garrett,666129,21844,21844,4.485074864527319
CHC,Cubs,9,7,26,26,0,0,NA,137,577,117,65,60,17,146,55,NA,8,3.92133,1.24923,9.59652,3.58812,2.67453,1.08444,0.253579,0.0948126,0.15876615047454834,NA,0.226801,0.284798,0.718105,3.93317,603.5000000000002,4.405109489051097,567,4.138686131386861,1.82849,2.02469,14,181.83999633789062,17,NL,Edward Cabrera,665795,21690,21690,7.550181371051695
TBR,Rays,5,3,0,67,12,10,NA,67,271,53,23,21,6,87,19,NA,2,2.83114,1.06421,11.6707,2.52555,4.62105,0.832091,0.320172,0.0692856,0.25088660418987274,NA,0.20973,0.294477,0.768886,2.68539,495.2,7.3910447761194025,468,6.985074626865671,1.82477,1.72938,0,181.02000427246094,12,AL,Griffin Jax,643377,20253,20253,NA
ATH,Athletics,8,8,24,24,0,0,NA,131,560,118,65,61,18,136,52,NA,8,4.17017,1.30402,9.36608,3.61317,2.5922,1.26657,0.242732,0.0936393,0.1490929052233696,NA,0.235848,0.287976,0.727372,4.26471,533.2,4.070229007633588,513,3.9160305343511452,1.81023,1.80093,12,467.4200134277344,10,AL,Jacob Lopez,682052,25098,25098,NA
WSN,Nationals,7,9,26,26,0,0,NA,135,585,133,69,63,15,116,48,NA,10,4.19841,1.33449,7.69209,3.17495,2.42275,0.994275,0.197518,0.0815266,0.11599165946245193,NA,0.251718,0.296854,0.701456,4.14302,526.7,3.9014814814814818,538,3.9851851851851854,1.80991,1.63252,13,354.8599853515625,24,NL,Cade Cavalli,676917,27473,27473,-1.5980895400056214
CHC,Cubs,9,8,26,26,0,0,NA,147,606,140,71,66,26,134,33,NA,4,4.04115,1.17638,8.20923,2.00271,4.09906,1.56516,0.221095,0.053938,0.1671568863093853,NA,0.246184,0.2797,0.743734,4.32452,561,3.816326530612245,554,3.7687074829931975,1.80148,2.03524,13,172.52999877929688,17,NL,Shota Imanaga,684007,33829,33829,9.224197933692496
BAL,Orioles,9,9,28,28,0,0,NA,152,645,142,77,72,22,149,54,NA,8,4.28116,1.2947,8.84515,3.20851,2.75678,1.27762,0.23077,0.0837099,0.14705994725227356,NA,0.24362,0.292057,0.714758,4.23805,597,3.9276315789473686,586,3.8552631578947367,1.79474,1.53418,14,199.50999450683594,2,AL,Shane Baz,669358,22264,22264,NA
HOU,Astros,9,9,26,26,0,0,NA,153,663,150,80,74,20,145,62,NA,7,4.3689,1.38862,8.54193,3.66239,2.33233,1.162,0.219053,0.09392,0.12513280659914017,NA,0.253127,0.304489,0.715755,4.27895,579.2,3.78562091503268,588,3.843137254901961,1.76234,1.40322,13,999,21,AL,Tatsuya Imai,837227,sa3062955,sa3062955,NA
MIL,Brewers,9,8,24,32,0,1,NA,134,571,110,64,59,17,154,61,NA,9,3.98301,1.28174,10.3589,4.10984,2.52051,1.13245,0.269402,0.106884,0.16251766681671143,NA,0.220137,0.282958,0.727976,4.04184,598.4999999999999,4.466417910447761,551,4.111940298507463,1.74656,1.88404,12,124.05000305175781,23,NL,Jacob Misiorowski,694819,31623,31623,7.118148586508079
LAD,Dodgers,5,2,0,66,36,3,NA,66,268,47,24,22,7,93,23,NA,4,2.98043,1.06953,12.6745,3.18242,3.98265,0.912122,0.34695,0.0871153,0.25983423739671707,NA,0.196786,0.28874,0.761765,2.89876,577.1,8.743939393939394,536,8.121212121212121,1.73475,1.7274,0,32.529998779296875,22,NL,Edwin Díaz,621242,14710,14710,19.180191869253964
MIN,Twins,7,8,23,33,0,1,NA,132,561,125,67,62,18,125,46,NA,4,4.25138,1.2991,8.54028,3.15447,2.70736,1.20524,0.223315,0.0824845,0.14083047211170197,NA,0.245195,0.292428,0.709979,4.11962,534.4000000000002,4.04848484848485,530,4.015151515151516,1.71055,1.35574,10,587.78997802734375,8,AL,Taj Bradley,671737,22543,22543,NA
DET,Tigers,8,8,26,26,0,0,NA,141,602,140,72,68,20,116,44,NA,6,4.31147,1.30668,7.43374,2.82884,2.62784,1.27131,0.193269,0.0735466,0.11972221732139587,NA,0.25314,0.288218,0.714778,4.37991,515.4000000000001,3.655319148936171,527,3.7375886524822697,1.70667,1.44276,13,702.469970703125,6,AL,Justin Verlander,434378,8700,8700,NA
ARI,Diamondbacks,9,8,28,38,0,1,NA,167,702,165,82,76,22,138,46,NA,5,4.09191,1.26815,7.42712,2.50717,2.96236,1.19197,0.1961,0.0661972,0.12990250438451767,NA,0.253837,0.291463,0.718435,4.13569,663.1999999999998,3.971257485029939,676,4.047904191616767,1.69192,2.24397,13,267.1199951171875,15,NL,Ryne Nelson,669194,26253,26253,4.684797997628863
TBR,Rays,9,10,21,47,0,1,NA,147,626,150,76,71,19,114,41,NA,6,4.32375,1.2946,6.94819,2.4727,2.80996,1.13579,0.181664,0.0646501,0.11701430380344391,NA,0.259007,0.29403,0.695592,4.16815,555.0999999999999,3.7761904761904757,579,3.938775510204082,1.67771,1.17224,9,700.8800048828125,12,AL,Nick Martinez,607259,12730,12730,NA
BOS,Red Sox,5,3,0,62,31,2,NA,62,255,45,22,20,5,88,28,NA,2,2.96363,1.16967,12.7572,4.05083,3.14929,0.786612,0.344339,0.109338,0.2350001558661461,NA,0.197696,0.29611,0.778244,2.86652,529.3,8.537096774193548,494,7.967741935483871,1.67712,1.74328,0,62.5099983215332,3,AL,Aroldis Chapman,547973,10233,10233,NA
WSN,Nationals,6,7,19,34,0,1,NA,125,531,124,62,57,16,113,36,NA,6,4.11083,1.27509,8.09208,2.58001,3.13645,1.15291,0.212214,0.0676605,0.1445532888174057,NA,0.253097,0.298922,0.713794,3.99686,509.80000000000007,4.0784,521,4.168,1.66808,1.57502,9,999,24,NL,Foster Griffin,656492,16432,16432,0.7559094886786032
ATL,Braves,6,4,15,15,0,0,NA,89,361,82,38,35,11,87,18,NA,3,3.52051,1.12862,8.7979,1.85953,4.73125,1.0867,0.240157,0.0507598,0.18939736485481262,NA,0.24106,0.293877,0.733289,3.48659,421.09999999999997,4.731460674157303,413,4.640449438202247,1.66268,1.85446,9,514.15997314453125,16,NL,Spencer Schwellenbach,680885,31846,31846,7.3246059454502435
NYY,Yankees,8,7,23,23,0,0,NA,121,515,110,59,54,16,119,45,NA,6,4.03533,1.2836,8.87314,3.33496,2.66064,1.17582,0.231112,0.0868634,0.1442488208413124,NA,0.237184,0.286281,0.724193,4.11082,497.60000000000014,4.112396694214877,482,3.9834710743801653,1.65455,1.41236,12,128.7899932861328,9,AL,Cam Schlittler,693645,32095,32095,NA
COL,Rockies,8,12,29,29,0,0,NA,160,700,185,95,89,25,118,42,NA,6,5.01791,1.41973,6.68408,2.35723,2.83556,1.42826,0.16927,0.0596956,0.10957490280270576,NA,0.283205,0.313509,0.685902,4.61057,487.5,3.046875,567,3.54375,1.64337,1.72464,12,999,19,NL,Kyle Freeland,607536,16256,16256,-12.987754762445642
LAD,Dodgers,7,6,19,41,0,1,NA,123,528,115,62,57,17,129,44,NA,8,4.1617,1.2864,9.41375,3.19605,2.94543,1.21561,0.244267,0.0829308,0.16133616119623184,NA,0.240902,0.296567,0.71741,4.04793,508.1,4.130894308943089,500,4.065040650406504,1.6423,1.26162,8,232,22,NL,Roki Sasaki,808963,35323,35323,1.8468222554518028
KCR,Royals,8,8,26,26,0,0,NA,142,604,140,71,66,19,120,46,NA,5,4.19578,1.31234,7.57829,2.91549,2.59932,1.22211,0.197968,0.0761615,0.12180659174919128,NA,0.253899,0.292484,0.721312,4.29779,540.0999999999999,3.803521126760563,550,3.8732394366197185,1.62954,1.89948,13,265.8399963378906,7,AL,Noah Cameron,702070,30184,30184,NA
CHW,White Sox,5,5,3,80,5,15,NA,92,386,79,39,36,9,103,33,NA,2,3.46694,1.20936,10.0808,3.2234,3.12738,0.86517,0.267831,0.0856405,0.18219000101089478,NA,0.223609,0.291484,0.734034,3.27091,550.7,5.985869565217392,529,5.75,1.60101,1.35655,1,493.4700012207031,4,AL,Grant Taylor,691799,33927,33927,NA
SEA,Mariners,8,8,26,26,0,0,NA,141,590,131,69,64,20,125,42,NA,5,4.11193,1.22633,7.98581,2.67209,2.9886,1.26393,0.212029,0.0709457,0.14108304679393768,NA,0.241392,0.279533,0.714887,4.18996,565.8000000000001,4.012765957446809,554,3.9290780141843973,1.59856,1.2263,13,231.47000122070312,11,AL,Bryce Miller,682243,29837,29837,NA
KCR,Royals,9,10,28,28,0,0,NA,160,687,161,84,78,23,135,53,NA,6,4.38996,1.34087,7.58281,2.98002,2.54455,1.31946,0.196113,0.077072,0.11904146522283554,NA,0.2572,0.293907,0.718514,4.4666,575.5,3.596875,594,3.7125,1.59495,1.74317,14,488.510009765625,7,AL,Seth Lugo,607625,12447,12447,NA
HOU,Astros,6,7,24,34,0,1,NA,131,554,121,64,60,19,129,44,NA,5,4.10618,1.26487,8.88834,3.05091,2.91334,1.3003,0.233557,0.0801683,0.15338901430368423,NA,0.240406,0.287359,0.727331,4.16961,536.1,4.092366412213741,523,3.9923664122137406,1.58333,1.43398,11,274.260009765625,21,AL,Mike Burrows,681347,24728,24728,NA
STL,Cardinals,9,10,24,38,0,1,NA,156,662,144,78,72,19,141,57,NA,11,4.17503,1.28584,8.18015,3.2701,2.5015,1.07266,0.213742,0.0854455,0.12829633802175522,NA,0.241662,0.288008,0.702451,4.17194,628.3000000000001,4.027564102564103,615,3.9423076923076925,1.58327,1.63759,11,656.29998779296875,28,NL,Dustin May,669160,19716,19716,3.508282091636033
CHC,Cubs,9,9,28,28,0,0,NA,153,641,155,80,75,25,119,36,NA,4,4.39783,1.25318,6.98971,2.12408,3.2907,1.46698,0.184946,0.0562027,0.12874358147382736,NA,0.258329,0.284927,0.711056,4.48603,539.7,3.527450980392157,558,3.6470588235294117,1.57403,1.49241,13,381.9100036621094,17,NL,Jameson Taillon,592791,11674,11674,1.8200875269014807
MIN,Twins,7,8,24,32,0,1,NA,135,577,130,70,66,19,122,50,NA,4,4.38371,1.33717,8.15062,3.33879,2.44119,1.27604,0.211355,0.0865786,0.12477617710828781,NA,0.248683,0.290508,0.714503,4.36594,513.3,3.802222222222222,514,3.8074074074074074,1.57319,1.26428,11,519,8,AL,Simeon Woods Richardson,680573,24494,24494,NA
STL,Cardinals,9,10,28,28,0,0,NA,150,643,149,76,70,19,125,48,NA,6,4.22159,1.31325,7.49616,2.90425,2.58111,1.12403,0.194606,0.0753965,0.11920984089374542,NA,0.252965,0.292654,0.708851,4.1855,576.9,3.8459999999999996,591,3.94,1.53976,1.63472,14,741.66998291015625,28,NL,Matthew Liberatore,669461,22294,22294,1.2454209289886513
STL,Cardinals,8,8,23,33,0,1,NA,137,575,141,66,60,16,96,33,NA,4,3.9814,1.27364,6.2974,2.15268,2.92538,1.02436,0.166244,0.056828,0.10941549018025398,NA,0.26232,0.294137,0.712585,4.01178,535.4000000000002,3.9080291970802934,562,4.102189781021898,1.52034,1.72894,11,741.8599853515625,28,NL,Michael McGreevy,700241,29869,29869,2.8885477973325564
NA,NA,8,10,28,28,0,0,NA,162,683,172,89,83,28,123,33,NA,6,4.61598,1.26991,6.84166,1.86386,3.6707,1.53595,0.179995,0.0490355,0.13095932081341743,NA,0.267254,0.292898,0.698385,4.57304,536.2,3.3098765432098767,575,3.549382716049383,1.51162,1.18723,13,721.260009765625,-1,NA,Zack Littell,641793,15823,15823,NA
MIA,Marlins,8,9,24,34,0,1,NA,137,586,135,70,64,18,123,45,NA,5,4.23569,1.32073,8.10851,2.9821,2.71906,1.19071,0.210399,0.0773791,0.1330195665359497,NA,0.252562,0.297169,0.713416,4.14716,541.4000000000002,3.9518248175182498,551,4.021897810218978,1.50589,1.56433,11,510.739990234375,20,NL,Max Meyer,676974,27474,27474,0.738388299489593
ARI,Diamondbacks,8,8,23,31,0,1,NA,132,569,133,67,62,18,118,46,NA,3,4.21712,1.35493,8.05128,3.15649,2.55071,1.22486,0.207841,0.0814835,0.12635713070631027,NA,0.255405,0.29923,0.729324,4.23232,502.6000000000002,3.807575757575759,519,3.9318181818181817,1.49921,1.54983,11,999,15,NL,Eduardo Rodriguez,593958,13164,13164,-1.1484213157627208
HOU,Astros,4,2,0,68,3,13,NA,68,281,50,24,22,6,91,28,NA,4,2.9686,1.15839,12.0178,3.76398,3.19286,0.849214,0.322687,0.101065,0.22162168473005295,NA,0.201847,0.288656,0.778623,3.10452,452.4000000000001,6.6529411764705895,415,6.102941176470588,1.49211,1.64088,0,213.64999389648438,21,AL,Bryan Abreu,650556,16609,16609,NA
SFG,Giants,10,10,31,31,0,0,NA,174,741,161,85,80,25,176,65,NA,6,4.12049,1.29856,9.11108,3.35074,2.71913,1.31126,0.237299,0.0872702,0.1500287875533104,NA,0.240174,0.289251,0.737369,4.23303,700.5000000000001,4.025862068965518,684,3.9310344827586206,1.49201,2.06338,16,163.22999572753906,30,NL,Robbie Ray,592662,11486,11486,5.572023491849762
CHW,White Sox,7,10,28,28,0,0,NA,150,648,153,82,76,21,117,51,NA,7,4.5425,1.36615,7.03459,3.08214,2.28237,1.25582,0.180877,0.0792495,0.1016274243593216,NA,0.260387,0.293713,0.702118,4.55542,513.9000000000001,3.4260000000000006,537,3.58,1.49132,1.09723,13,999,4,AL,Davis Martin,663436,21448,21448,NA
MIL,Brewers,8,9,26,26,0,0,NA,140,595,133,73,69,22,131,45,NA,6,4.41864,1.27552,8.41938,2.92445,2.87896,1.44836,0.219798,0.0763462,0.14345162361860275,NA,0.244463,0.282823,0.713947,4.45921,528.5999999999999,3.775714285714285,523,3.7357142857142858,1.48957,1.44295,12,328.70001220703125,23,NL,Chad Patrick,694477,30113,30113,1
HOU,Astros,5,3,0,66,31,2,NA,66,267,47,26,24,8,92,25,NA,2,3.20846,1.09149,12.5693,3.45721,3.63569,1.14787,0.344884,0.0948608,0.2500237300992012,NA,0.194996,0.275654,0.771043,3.26566,533.8000000000001,8.08787878787879,492,7.454545454545454,1.47252,1.2817,0,97.73999786376953,21,AL,Josh Hader,623352,14212,14212,NA
CLE,Guardians,8,7,21,54,0,1,NA,144,615,127,66,61,18,154,63,NA,4,3.80113,1.31926,9.58812,3.94804,2.42857,1.1137,0.249618,0.102784,0.14683397859334946,NA,0.231755,0.289915,0.75445,4.01784,625.0000000000002,4.3402777777777795,597,4.145833333333333,1.45968,1.68362,10,269.1199951171875,5,AL,Joey Cantillo,676282,23335,23335,NA
PIT,Pirates,6,6,18,24,0,1,NA,102,434,94,49,45,12,100,36,NA,5,3.93694,1.27385,8.83917,3.16553,2.79232,1.0743,0.231254,0.0828177,0.14843590557575226,NA,0.239895,0.292723,0.722524,3.93192,443.80000000000007,4.350980392156863,435,4.264705882352941,1.45298,1.53986,9,703.19000244140625,27,NL,Jared Jones,683003,27863,27863,1.655040089526672
BAL,Orioles,9,10,24,36,0,1,NA,149,625,158,78,72,23,115,29,NA,5,4.34244,1.24844,6.91417,1.72345,4.01182,1.40557,0.18334,0.0457001,0.1376403570175171,NA,0.266396,0.296,0.707107,4.29699,540.9000000000001,3.6302013422818797,578,3.879194630872483,1.45182,1.21161,11,683.5999755859375,2,AL,Zach Eflin,621107,13774,13774,NA
NYM,Mets,8,7,21,43,0,1,NA,136,573,124,68,63,20,140,43,NA,7,4.19583,1.22862,9.22534,2.85184,3.23487,1.33354,0.243713,0.0753393,0.16837357729673386,NA,0.237804,0.28697,0.711372,4.12688,572.0000000000001,4.2058823529411775,554,4.073529411764706,1.42602,1.23282,9,278.1400146484375,25,NL,Sean Manaea,640455,15873,15873,5.5778517325696955
CHW,White Sox,6,8,23,23,0,0,NA,129,561,133,69,64,17,105,49,NA,5,4.45079,1.40877,7.31692,3.42161,2.13844,1.19953,0.187158,0.0875207,0.09963718056678772,NA,0.262,0.300476,0.713166,4.49568,447.6999999999999,3.470542635658914,472,3.6589147286821704,1.40808,1.09388,11,999,4,AL,Anthony Kay,641743,20387,20387,NA
CHC,Cubs,8,8,24,24,0,0,NA,127,535,119,63,58,17,111,41,NA,5,4.124,1.25205,7.86507,2.86932,2.74109,1.22624,0.208006,0.0758842,0.1321214810013771,NA,0.242967,0.281536,0.715882,4.23951,505.3000000000002,3.9787401574803165,498,3.921259842519685,1.39655,1.58765,12,191.64999389648438,17,NL,Cade Horton,690990,31872,31872,3.1954316713545845
ATH,Athletics,7,8,24,24,0,0,NA,130,555,128,72,67,21,113,41,NA,7,4.63878,1.30355,7.81463,2.86614,2.72654,1.43582,0.202616,0.0743124,0.12830323725938797,NA,0.251567,0.28585700000000003,0.696062,4.58127,452.90000000000003,3.4838461538461543,459,3.5307692307692307,1.38619,1.04232,11,999,10,AL,Aaron Civale,650644,19479,19479,NA
NYY,Yankees,7,8,21,45,0,1,NA,134,574,126,68,63,18,132,48,NA,6,4.2416,1.30131,8.87196,3.21607,2.75864,1.22684,0.229452,0.083176,0.1462763026356697,NA,0.24219,0.290989,0.711266,4.13136,548.5999999999999,4.094029850746268,542,4.044776119402985,1.38607,1.0166,9,400.739990234375,9,AL,Will Warren,701542,30182,30182,NA
CHC,Cubs,5,4,15,15,0,0,NA,81,336,75,35,32,9,76,22,NA,3,3.57938,1.20046,8.45021,2.47817,3.40986,1.01306,0.226228,0.0663451,0.1598825603723526,NA,0.240833,0.291255,0.737603,3.64771,370.69999999999993,4.576543209876542,365,4.506172839506172,1.35033,1.56341,8,481.8399963378906,17,NL,Justin Steele,657006,17312,17312,3.4718220035931027
